"","X","idno","agea","gndr","hinctnta","hlthhmp","medtrun","fltsd","cldgng","fltdpr","slprl","cgtsmok","alcfreq","dosprt","ctrlife"
"1",1,50095,15,2,88,3,1,1,2,1,2,6,7,0,7
"2",2,50097,66,2,6,2,2,2,2,1,2,5,6,7,8
"3",3,50109,88,2,3,2,1,2,1,2,1,6,7,3,7
"4",4,50116,62,1,4,3,2,1,1,1,2,4,3,2,5
"5",5,50117,56,2,77,3,1,2,2,3,2,1,6,5,2
"6",6,50141,70,2,2,3,2,1,1,1,1,3,7,4,9
"7",7,50157,90,1,5,3,2,1,1,1,2,4,3,0,8
"8",8,50170,63,2,9,2,1,1,1,1,2,6,2,0,8
"9",9,50178,33,2,77,3,2,2,2,1,2,3,4,3,10
"10",10,50179,41,2,4,2,1,2,2,2,3,4,1,0,6
"11",11,50201,84,1,77,1,1,3,2,4,4,6,2,0,1
"12",12,50205,50,1,9,3,2,2,1,3,1,4,2,1,4
"13",13,50230,38,1,4,3,2,2,1,2,2,4,3,2,8
"14",14,50250,67,1,9,3,2,1,1,1,2,6,2,7,8
"15",16,50319,30,1,9,3,2,2,1,1,2,5,5,5,9
"16",17,50342,50,2,2,3,2,2,1,1,1,4,2,5,9
"17",18,50373,52,1,2,3,2,1,1,1,2,3,6,7,10
"18",20,50400,55,2,2,2,1,2,2,1,3,4,4,4,9
"19",21,50401,64,1,7,3,2,1,1,1,1,6,7,2,5
"20",22,50416,57,1,10,3,2,1,1,1,2,1,5,0,10
"21",24,50462,69,2,6,1,2,1,2,1,2,6,3,0,8
"23",27,50478,74,1,77,2,2,2,1,2,3,6,3,7,10
"24",28,50502,26,2,77,1,1,4,4,3,3,2,6,1,3
"25",29,50521,23,1,1,2,2,2,2,2,3,6,7,7,6
"26",30,50527,33,1,8,3,1,2,2,2,2,6,4,1,3
"27",31,50538,21,1,88,3,2,1,1,1,1,6,4,1,7
"28",32,50571,52,2,5,3,1,2,1,1,1,6,3,3,7
"29",33,50575,21,1,88,2,8,1,2,2,3,6,5,3,8
"30",34,50599,31,2,77,2,2,1,2,2,2,6,5,7,10
"31",35,50646,35,2,8,2,2,2,1,1,2,6,6,2,5
"32",36,50674,58,1,77,3,2,2,2,1,2,6,7,7,10
"33",37,50675,61,2,2,2,2,2,2,2,3,4,7,3,6
"34",38,50708,29,2,3,3,2,1,1,2,4,6,7,7,10
"35",39,50753,50,1,77,3,2,1,2,1,1,6,4,5,7
"36",40,50808,77,1,10,3,1,2,2,1,1,6,1,7,7
"37",41,50822,66,1,2,3,2,4,2,1,4,6,7,7,7
"38",42,50845,66,1,7,3,2,1,1,1,2,6,7,7,6
"39",43,50920,46,1,2,2,2,4,2,4,4,1,5,4,6
"41",45,50992,48,2,9,3,1,1,1,1,1,6,6,2,8
"42",47,51083,43,1,10,2,1,2,1,1,2,6,2,7,7
"43",48,51284,60,1,2,2,2,1,1,1,1,6,7,7,8
"44",49,51295,18,2,77,3,2,1,1,1,1,6,3,1,7
"45",50,51306,22,1,1,3,1,2,2,1,1,6,7,4,5
"46",51,51331,46,2,10,2,2,2,2,2,1,6,2,3,8
"47",52,51343,30,2,9,1,1,2,2,1,2,6,6,2,7
"48",53,51346,55,2,6,3,2,2,1,1,2,4,1,7,7
"49",54,51446,41,2,77,1,2,3,4,4,3,6,7,1,3
"50",55,51459,59,1,7,3,1,1,1,1,2,5,4,3,8
"51",56,51474,50,2,9,3,1,1,2,1,2,6,2,4,9
"52",57,51475,82,2,77,1,2,2,2,1,2,6,6,0,9
"53",58,51485,33,1,77,3,2,1,1,1,3,6,5,7,9
"54",59,51488,46,2,8,3,2,1,1,1,4,6,6,3,8
"55",60,51491,33,2,5,3,2,1,1,1,1,6,7,5,7
"56",61,51511,60,1,3,3,2,1,1,1,1,2,6,2,8
"57",62,51528,78,2,1,3,2,1,1,1,3,4,5,0,8
"58",63,51539,76,2,3,3,2,2,2,1,3,6,2,7,7
"59",64,51550,63,1,8,2,2,1,2,1,2,4,7,0,10
"60",65,51563,63,2,8,2,1,2,1,1,3,6,4,3,10
"61",66,51583,36,1,8,2,2,1,1,2,2,4,7,2,4
"62",67,51614,32,1,88,2,2,2,3,2,3,6,4,5,6
"63",68,51631,22,1,88,3,2,1,1,1,1,6,7,4,7
"64",69,51638,41,2,10,3,2,1,1,1,1,5,2,4,9
"65",70,51651,68,1,1,2,1,1,1,1,1,2,7,7,10
"66",71,51675,42,2,1,1,2,2,2,2,3,1,7,2,8
"67",72,51681,36,2,7,3,1,1,2,1,1,6,4,6,6
"68",73,51686,41,1,10,2,1,2,1,4,2,6,6,4,6
"69",74,51694,60,1,1,2,2,1,1,1,2,3,4,7,8
"70",75,51783,66,2,88,2,1,2,2,2,4,4,3,7,10
"71",76,51805,38,2,3,1,2,3,3,4,4,3,6,0,3
"72",77,51818,54,2,5,3,2,1,1,1,2,6,2,5,9
"73",78,51826,26,1,4,3,2,1,1,1,1,1,3,0,5
"74",79,51853,23,2,77,3,2,1,2,1,1,5,3,4,7
"75",80,51856,28,2,88,3,2,1,1,1,1,6,7,1,8
"76",82,51886,79,1,77,2,1,1,1,1,2,6,1,1,9
"77",83,51920,71,2,2,2,1,2,2,2,3,3,7,0,3
"78",84,51935,79,2,6,3,1,1,2,1,4,4,7,7,6
"79",85,51966,55,1,2,1,8,4,4,4,4,4,3,0,0
"80",86,51969,33,2,8,3,2,2,1,1,3,6,6,4,6
"81",87,52025,62,1,77,2,1,1,1,1,1,6,6,7,7
"82",88,52072,60,2,5,2,2,2,2,1,4,4,3,7,8
"83",89,52090,22,2,7,3,2,1,1,1,2,6,7,6,5
"84",90,52122,57,1,9,3,2,1,1,1,1,6,2,3,4
"85",91,52155,64,2,3,3,2,2,1,1,2,6,2,3,8
"86",92,52160,79,1,5,3,2,1,1,1,1,6,1,1,5
"87",93,52189,77,1,8,3,2,4,1,1,2,6,4,7,8
"88",94,52225,49,2,6,1,2,2,2,3,3,2,3,3,7
"89",95,52231,51,1,8,3,2,1,2,1,2,5,2,1,8
"90",96,52244,70,2,4,3,2,2,2,1,2,4,7,1,6
"91",97,52263,33,2,3,3,1,1,2,1,1,6,7,0,10
"92",98,52277,71,1,9,1,2,1,1,4,2,6,6,0,3
"93",99,52324,53,2,2,3,2,1,1,1,2,4,3,7,7
"94",100,52371,87,1,1,3,2,1,1,1,3,6,5,1,6
"95",101,52383,62,2,77,1,1,2,2,2,4,2,3,0,8
"96",102,52387,34,1,7,3,2,1,1,1,1,6,4,5,8
"97",103,52388,37,2,2,3,2,2,2,2,2,6,7,4,7
"98",104,52406,88,1,2,3,2,1,1,1,1,6,2,0,10
"99",105,52412,21,1,88,3,1,2,1,2,4,5,3,7,9
"100",106,52421,84,2,77,3,2,2,3,1,2,5,6,0,2
"101",107,52432,59,1,5,3,2,1,1,1,1,6,4,3,7
"102",108,52439,49,1,4,3,1,1,1,1,2,6,7,7,7
"103",109,52444,31,1,77,3,1,1,2,1,1,4,3,2,8
"104",110,52448,52,1,9,7,1,2,1,2,2,5,2,1,7
"105",111,52508,32,1,10,3,2,2,2,1,2,5,2,5,9
"106",112,52561,84,2,1,3,2,2,1,2,2,6,7,7,6
"107",113,52584,31,2,5,3,2,2,2,1,2,4,6,3,8
"108",114,52595,77,1,7,2,2,2,2,1,3,4,2,2,8
"109",115,52622,34,2,5,2,1,2,2,2,3,4,7,7,8
"110",116,52650,43,2,8,3,2,1,1,1,1,4,3,7,10
"111",117,52665,40,1,9,3,1,1,3,1,3,5,3,7,8
"112",118,52667,61,1,9,3,1,2,2,1,2,6,7,0,7
"113",119,52728,26,1,9,3,2,1,1,1,3,1,3,7,7
"114",120,52761,42,2,77,3,2,1,1,1,1,6,7,7,10
"115",121,52773,68,1,4,3,2,2,1,1,2,6,7,2,8
"117",123,52813,64,1,6,3,2,2,1,1,1,6,1,7,7
"118",124,52848,23,1,1,3,2,1,1,1,2,6,7,7,9
"119",125,52870,44,1,4,3,2,2,1,1,1,6,7,5,9
"120",127,52921,32,1,6,3,2,3,1,2,1,6,2,0,5
"121",128,52928,78,2,77,1,2,4,4,4,4,5,5,0,7
"122",129,52942,70,1,77,3,2,1,1,1,1,6,7,0,7
"123",130,52956,82,2,4,2,1,1,1,1,2,3,3,7,8
"124",131,52963,72,2,1,3,2,1,1,1,1,6,6,7,8
"125",132,53032,61,2,8,3,2,1,1,1,2,6,2,4,9
"126",133,53055,74,1,4,3,2,1,1,1,1,3,7,7,6
"127",134,53074,68,1,6,2,2,1,1,1,2,4,2,1,9
"128",135,53086,52,2,88,1,2,4,4,3,1,4,7,2,10
"129",136,53105,53,1,77,3,2,1,1,1,2,4,4,2,9
"130",137,53115,19,2,88,1,2,2,1,2,2,6,4,4,6
"131",138,53124,38,2,3,1,2,1,1,1,2,1,6,7,8
"132",139,53239,57,2,3,1,1,4,4,4,4,1,7,0,0
"133",140,53241,75,2,88,2,2,1,1,1,1,6,4,0,7
"134",141,53274,61,1,1,1,1,2,3,2,2,6,2,7,4
"135",142,53289,26,1,77,3,2,1,1,2,2,6,7,0,8
"136",143,53290,39,1,8,3,2,2,2,2,1,1,5,3,4
"137",144,53296,58,2,77,3,2,2,1,1,2,6,2,7,8
"138",145,53334,42,2,77,3,2,2,1,2,2,6,7,3,8
"139",146,53343,16,2,10,2,1,2,2,2,2,6,7,4,6
"140",147,53352,55,2,10,3,1,1,1,1,2,5,2,5,5
"141",148,53355,63,1,8,3,2,1,1,1,3,4,2,7,6
"142",149,53389,48,2,1,2,2,1,2,2,2,5,2,5,8
"143",150,53408,53,2,2,1,1,1,2,2,4,4,7,0,7
"144",151,53414,61,1,5,3,2,1,1,1,3,4,7,7,5
"145",152,53459,46,2,7,3,2,1,1,2,4,4,4,2,7
"146",153,53511,24,2,6,2,2,1,1,2,1,6,7,7,5
"147",154,53576,40,1,10,3,2,1,1,1,1,6,3,4,9
"148",155,53579,88,1,1,2,2,2,2,2,2,1,2,0,8
"149",156,53590,17,2,88,3,2,2,1,1,1,6,6,3,8
"150",157,53596,48,1,5,3,2,1,1,1,1,1,2,7,6
"151",158,53598,80,1,77,3,2,1,1,1,1,4,7,4,2
"152",159,53605,39,1,7,3,2,1,1,1,2,4,3,7,7
"153",160,53661,31,1,10,3,2,1,2,1,1,1,2,4,6
"154",161,53666,51,2,3,1,1,2,4,2,4,4,7,1,3
"155",162,53672,78,1,88,2,2,1,2,2,2,5,7,3,6
"156",163,53761,67,2,77,3,2,4,1,1,1,6,7,2,7
"157",164,53771,64,2,9,3,2,1,1,1,1,6,3,7,9
"158",165,53777,37,2,88,2,1,2,4,3,3,1,7,0,7
"159",166,53795,48,1,77,3,2,1,1,1,1,6,7,4,10
"160",167,53800,57,2,2,3,2,1,2,1,2,1,6,7,3
"161",168,53823,46,2,77,2,2,2,2,3,3,5,3,2,8
"162",169,53829,88,1,2,1,2,1,1,2,1,6,3,7,9
"163",170,53850,36,1,7,3,2,1,1,1,1,4,7,7,8
"164",171,53881,34,1,5,3,2,2,2,2,1,6,3,4,6
"165",172,54000,41,2,77,3,2,2,1,2,2,6,7,3,6
"166",173,54032,61,2,4,3,2,1,1,1,3,6,3,1,10
"167",174,54051,58,1,9,3,2,1,1,1,1,4,2,3,8
"168",175,54097,39,2,9,3,1,1,1,1,2,5,2,7,8
"169",176,54101,29,1,4,3,2,1,2,1,2,6,6,7,2
"170",177,54113,26,2,3,2,1,2,2,2,4,4,2,5,6
"171",178,54150,40,1,6,3,2,2,1,1,3,6,5,7,8
"172",179,54166,62,2,77,3,2,2,1,2,1,6,3,0,4
"173",180,54176,46,2,9,2,1,2,1,1,2,6,2,7,7
"174",181,54177,34,2,9,8,2,2,1,1,2,6,2,5,7
"175",182,54181,32,1,77,3,1,2,2,2,1,6,7,7,7
"176",183,54229,43,2,9,2,1,2,2,1,4,4,2,5,2
"177",184,54258,22,2,5,3,2,1,2,1,2,6,5,5,7
"178",185,54280,52,1,3,3,2,1,1,1,3,2,2,1,9
"179",186,54295,45,2,77,3,1,1,1,2,4,1,3,0,8
"180",187,54299,27,2,5,3,1,2,2,2,2,6,6,4,5
"181",188,54306,77,1,88,3,2,2,1,2,2,6,1,7,4
"182",189,54311,68,2,4,2,2,2,2,1,4,4,1,7,8
"183",190,54327,22,2,10,3,2,1,1,1,1,6,4,5,8
"184",191,54392,30,1,4,3,2,1,1,1,1,4,3,2,7
"185",192,54400,75,1,3,2,2,2,1,1,2,5,6,6,8
"186",194,54446,57,1,77,3,2,1,1,1,1,6,7,0,10
"187",195,54453,60,1,10,3,2,1,1,1,2,6,2,3,7
"188",196,54487,30,1,8,3,2,1,1,1,1,2,3,3,5
"189",197,54527,56,2,2,1,2,4,4,4,4,2,4,0,7
"190",198,54531,49,1,8,3,2,1,3,1,1,5,6,0,8
"191",199,54537,82,2,6,3,2,1,1,1,1,4,3,7,3
"192",200,54549,26,2,6,3,2,1,1,1,1,6,7,7,7
"193",201,54577,35,2,2,2,2,1,2,4,4,4,7,2,7
"194",202,54587,17,1,88,3,2,2,1,1,1,5,6,5,6
"195",203,54616,39,2,77,3,2,1,1,1,1,6,2,7,10
"196",204,54628,68,2,6,3,2,1,1,1,1,6,3,3,9
"197",205,54655,51,2,2,3,2,2,2,1,2,6,7,2,10
"198",206,54661,65,2,4,2,2,2,2,2,2,6,2,2,7
"199",207,54662,71,1,4,1,2,2,2,2,2,4,2,0,4
"200",208,54705,48,1,10,3,2,2,2,2,2,2,2,0,6
"201",209,54753,26,2,7,1,1,2,2,2,4,4,6,7,6
"202",210,54784,70,1,1,3,2,1,1,1,2,6,7,7,7
"203",211,54798,72,2,4,3,1,2,2,1,1,6,2,5,9
"204",212,54847,34,2,77,3,2,2,1,1,4,6,4,1,3
"205",213,54863,20,2,88,3,2,1,1,1,1,6,3,1,7
"206",214,54872,74,1,2,3,2,1,2,1,1,1,6,7,9
"207",215,54989,66,2,77,3,2,1,1,1,2,6,4,0,7
"208",216,55054,38,2,77,2,1,2,2,2,2,4,3,0,7
"209",217,55082,47,1,77,3,2,1,1,1,3,6,2,5,7
"210",218,55089,59,2,5,3,1,1,1,1,4,6,7,7,9
"211",219,55105,54,1,10,3,2,1,1,1,1,4,3,4,8
"212",220,55116,30,2,88,3,1,2,1,2,4,2,2,7,9
"213",221,55122,76,1,4,2,2,4,4,3,2,6,7,0,9
"214",222,55130,42,2,10,2,2,1,1,1,2,6,2,7,5
"215",223,55147,32,1,10,3,2,2,2,2,3,5,4,7,7
"216",224,55198,90,2,77,1,1,2,2,1,2,6,7,0,5
"217",225,55220,67,1,7,3,2,2,1,1,2,6,2,0,7
"218",226,55282,31,2,8,3,2,1,2,4,3,6,7,3,8
"219",227,55315,25,1,4,3,2,2,1,1,3,2,3,2,10
"220",228,55333,36,2,4,3,1,1,1,1,1,4,5,3,9
"221",229,55339,64,2,4,1,2,1,4,2,4,1,7,3,6
"222",230,55347,80,1,4,1,2,1,3,1,2,4,7,0,3
"223",231,55351,46,2,77,3,2,1,1,1,1,6,2,6,10
"224",232,55377,61,2,8,3,2,1,2,1,2,4,5,7,10
"225",234,55396,38,2,7,3,2,1,1,1,1,6,7,7,6
"226",235,55426,57,1,2,2,2,2,2,2,2,3,2,1,7
"227",236,55444,80,1,77,3,2,2,1,1,1,6,3,3,10
"228",237,55450,39,2,9,3,1,2,1,1,1,6,6,7,9
"229",239,55539,70,2,2,2,1,2,2,2,2,6,7,0,8
"230",240,55652,38,2,88,3,2,1,1,1,1,6,7,7,5
"231",241,55677,76,1,5,2,2,1,1,1,1,4,1,0,8
"232",242,55694,67,2,6,3,2,1,3,2,4,6,3,0,8
"233",243,55717,28,2,77,3,2,1,2,1,2,6,3,5,9
"234",244,55730,35,2,10,3,2,2,1,1,2,2,3,0,7
"235",245,55733,67,1,88,3,2,1,1,1,1,4,5,7,9
"236",246,55749,58,2,9,2,1,2,2,2,2,4,4,7,8
"237",247,55780,47,1,7,3,2,1,1,1,1,5,5,7,7
"238",248,55803,35,2,1,3,2,1,1,1,2,4,7,7,9
"239",249,55809,26,2,7,3,2,2,1,1,2,6,2,2,8
"240",250,55827,81,1,3,3,2,1,1,1,1,2,3,0,10
"241",251,55834,84,1,88,2,1,1,1,1,3,6,6,0,7
"242",252,55868,42,2,3,3,1,1,3,2,1,5,6,7,8
"243",253,55870,34,2,10,3,1,2,1,1,1,6,2,5,7
"244",254,55906,82,2,77,3,2,2,2,1,1,4,1,0,4
"245",255,55935,38,2,5,3,1,2,2,2,2,3,7,0,5
"246",256,55942,84,1,6,2,1,1,2,1,1,4,1,0,8
"247",257,55949,31,1,3,3,2,2,1,2,2,6,5,7,5
"248",258,55958,77,1,88,1,2,2,4,1,4,2,1,0,7
"249",259,55978,48,2,5,3,1,2,2,2,3,6,7,4,7
"250",260,56008,71,2,1,2,1,2,1,1,2,6,6,3,8
"251",261,56022,74,1,4,3,1,1,1,1,2,4,7,4,8
"252",262,56065,49,1,77,3,1,3,3,3,3,6,7,7,5
"253",263,56084,70,1,6,3,2,3,1,1,1,6,1,1,8
"254",264,56089,34,1,88,3,2,1,2,1,2,6,3,3,2
"255",265,56102,70,2,6,3,2,2,1,1,3,6,3,7,8
"256",266,56119,44,1,7,3,1,1,1,1,2,2,4,1,9
"257",267,56135,35,2,9,3,2,1,1,1,2,4,3,7,9
"258",268,56150,32,1,10,3,2,1,1,1,2,5,3,6,7
"259",269,56168,59,1,9,3,1,2,2,2,3,6,5,0,9
"260",270,56177,17,1,2,3,1,1,1,1,1,6,7,1,7
"261",271,56246,61,2,4,1,2,2,2,2,4,4,2,0,8
"262",272,56294,58,1,10,2,2,2,1,1,1,6,2,4,9
"263",273,56313,67,2,3,3,2,2,1,1,1,4,3,3,8
"264",274,56334,66,2,9,3,1,1,1,1,2,4,2,1,8
"265",275,56338,45,1,2,1,2,2,3,3,3,1,7,0,3
"266",276,56346,73,1,2,2,1,2,2,1,4,4,1,1,6
"267",277,56348,38,1,8,3,2,1,1,1,1,6,7,7,7
"268",278,56353,30,1,5,3,2,1,2,1,3,6,3,2,7
"269",279,56357,37,2,10,3,2,1,1,1,1,6,2,2,7
"270",280,56391,36,1,6,2,1,4,3,1,4,1,2,1,8
"271",281,56464,50,1,77,3,2,2,1,1,2,6,2,0,8
"272",282,56482,67,1,3,3,2,1,1,1,4,6,1,4,7
"273",283,56488,54,1,2,3,2,2,2,2,2,1,2,5,8
"274",284,56529,88,2,88,2,2,2,2,3,3,5,6,0,8
"275",285,56586,44,1,4,3,2,2,1,2,1,1,6,1,6
"276",286,56589,28,1,10,3,2,1,1,1,1,5,3,5,10
"277",287,56670,77,2,4,3,2,2,2,1,1,5,4,4,8
"278",288,56675,40,1,77,3,2,1,1,1,1,6,4,6,7
"279",289,56702,43,1,8,3,2,1,1,1,2,1,1,7,6
"280",290,56704,52,2,1,3,2,1,2,1,4,6,3,1,3
"281",291,56706,78,1,4,3,2,2,2,2,3,6,7,7,10
"282",292,56719,74,2,1,2,1,2,2,2,3,6,6,3,8
"283",293,56782,62,2,77,2,1,2,3,2,2,2,7,0,2
"284",294,56839,64,2,2,3,2,3,1,4,1,6,2,7,8
"285",295,56863,50,2,10,3,2,1,1,1,2,6,4,7,7
"286",296,56912,62,2,88,2,1,1,2,1,4,6,6,7,9
"287",297,56914,38,2,3,3,1,2,1,1,2,6,7,4,5
"288",298,56947,46,1,10,3,2,1,1,1,1,6,6,7,7
"289",299,56968,47,2,9,3,2,2,2,1,2,6,3,6,7
"290",300,56969,30,2,77,3,2,2,1,1,1,6,5,4,6
"291",302,57007,36,2,10,3,2,1,1,1,1,6,5,2,7
"292",303,57036,45,2,10,3,2,1,1,1,1,6,2,7,9
"293",304,57059,42,2,6,2,2,2,1,2,1,6,3,2,6
"294",305,57075,80,1,5,3,1,1,2,1,2,4,3,5,8
"295",306,57095,30,2,6,3,2,1,1,1,3,6,4,7,5
"296",307,57099,32,2,77,3,2,1,1,1,2,2,6,4,8
"297",308,57127,79,2,5,2,2,2,2,1,1,6,7,0,5
"298",309,57155,82,2,10,3,2,2,2,2,3,6,2,7,7
"299",310,57156,58,1,5,3,2,2,2,1,4,6,2,2,10
"300",311,57195,44,1,7,3,2,2,1,1,1,6,6,0,7
"301",312,57202,59,2,10,3,2,2,1,2,4,5,6,3,6
"302",313,57220,52,1,3,3,2,1,1,1,1,6,4,7,10
"303",314,57236,81,2,2,2,2,2,2,1,2,2,7,7,9
"304",315,57250,82,1,77,3,2,1,1,1,1,6,6,2,7
"305",316,57290,39,1,7,3,2,1,2,1,2,6,4,0,6
"306",317,57293,63,2,3,2,2,2,2,2,2,5,7,4,2
"307",318,57342,44,2,88,3,2,2,1,2,1,6,6,7,10
"308",319,57453,43,2,77,3,2,1,1,1,2,6,7,5,8
"309",320,57454,43,2,1,1,2,2,3,2,4,1,6,0,1
"310",321,57478,21,1,77,3,2,1,1,1,1,3,7,7,7
"311",322,57482,77,2,88,1,1,4,3,4,4,6,7,0,10
"312",323,57483,31,1,2,3,2,2,2,2,2,5,4,7,8
"314",326,57568,44,1,2,2,1,2,2,3,3,1,6,3,7
"315",327,57681,79,1,2,1,1,2,1,2,4,6,2,0,8
"316",328,57690,28,2,8,2,2,1,2,4,3,4,3,4,7
"317",329,57709,16,2,88,2,2,2,2,2,3,6,7,4,3
"319",331,57750,68,1,1,1,1,2,2,2,3,1,2,0,4
"320",332,57774,70,2,7,3,2,1,2,1,2,6,4,7,9
"321",333,57797,70,1,5,2,1,1,1,1,2,1,7,5,7
"322",334,57832,26,1,7,3,2,1,1,1,1,6,5,6,9
"323",335,57875,48,1,88,3,2,2,1,1,1,4,3,6,10
"324",336,57902,80,2,3,3,2,1,1,1,2,6,3,6,9
"325",337,57923,28,2,3,2,2,1,2,1,2,4,2,7,10
"326",338,57943,71,1,77,1,1,2,1,2,1,4,3,7,3
"327",339,57950,60,1,10,3,2,1,1,1,1,6,3,3,8
"328",340,58003,44,2,8,3,1,2,1,1,2,5,3,1,7
"329",341,58015,67,2,6,2,1,2,1,1,2,4,2,7,3
